18;1;1;1;2:01.465;121465
18;9;1;2;2:02.943;122943
18;5;1;3;2:03.824;123824
18;3;1;4;2:04.776;124776
18;2;1;5;2:05.640;125640
18;15;1;6;2:07.207;127207
18;22;1;7;2:07.824;127824
18;8;1;8;2:09.474;129474
18;4;1;9;2:10.476;130476
18;14;1;10;2:11.198;131198
18;11;1;11;2:12.088;132088
18;12;1;12;2:12.652;132652
18;10;1;13;2:14.872;134872
18;7;1;14;2:15.763;135763
18;16;1;15;2:16.846;136846
18;6;1;16;2:37.591;157591
18;13;1;17;2:37.771;157771
18;6;2;16;2:10.270;130270
18;10;2;13;2:29.802;149802
18;16;2;15;2:29.858;149858
18;2;2;5;2:30.316;150316
18;13;2;17;2:30.455;150455
18;7;2;14;2:30.510;150510
18;15;2;6;2:30.706;150706
18;3;2;4;2:30.742;150742
18;5;2;3;2:30.952;150952
18;12;2;12;2:31.317;151317
18;9;2;2;2:31.328;151328
18;8;2;8;2:31.479;151479
18;14;2;9;2:31.479;151479
18;11;2;11;2:31.502;151502
18;22;2;7;2:31.685;151685
18;1;2;1;2:32.471;152471
18;4;2;10;2:32.662;152662
18;1;3;1;1:29.257;89257
18;9;3;2;1:30.487;90487
18;8;3;8;1:30.841;90841
18;5;3;3;1:31.215;91215
18;14;3;9;1:31.532;91532
18;22;3;7;1:31.690;91690
18;3;3;4;1:31.735;91735
18;15;3;6;1:31.813;91813
18;2;3;5;1:32.044;92044
18;4;3;10;1:32.051;92051
18;16;3;14;1:33.453;93453
18;11;3;11;1:33.532;93532
18;12;3;12;1:34.287;94287
18;7;3;15;1:34.405;94405
18;10;3;13;1:34.823;94823
18;6;3;16;1:36.423;96423
18;13;3;17;1:36.641;96641
18;1;4;1;1:28.614;88614
18;9;4;2;1:29.277;89277
18;13;4;17;1:29.689;89689
18;5;4;3;1:29.950;89950
18;3;4;4;1:30.173;90173
18;2;4;5;1:30.332;90332
18;15;4;6;1:30.597;90597
18;8;4;8;1:30.806;90806
18;22;4;7;1:30.914;90914
18;4;4;10;1:31.602;91602
18;14;4;9;1:31.623;91623
18;6;4;16;1:31.711;91711
18;11;4;11;1:32.231;92231
18;16;4;14;1:32.344;92344
18;10;4;13;1:32.458;92458
18;12;4;12;1:32.829;92829
18;7;4;15;1:32.847;92847
18;1;5;1;1:28.556;88556
18;9;5;2;1:28.998;88998
18;5;5;3;1:29.626;89626
18;2;5;5;1:30.142;90142
18;3;5;4;1:30.145;90145
18;13;5;17;1:30.491;90491
18;15;5;6;1:30.535;90535
18;22;5;7;1:30.817;90817
18;4;5;10;1:31.108;91108
18;14;5;9;1:31.209;91209
18;8;5;8;1:31.395;91395
18;6;5;16;1:31.627;91627
18;11;5;11;1:32.089;92089
18;7;5;14;1:32.874;92874
18;16;5;13;1:32.949;92949
18;10;5;12;1:33.080;93080
18;12;5;15;1:36.056;96056
18;1;6;1;1:28.513;88513
18;9;6;2;1:28.997;88997
18;5;6;3;1:29.379;89379
18;3;6;4;1:29.563;89563
18;2;6;5;1:29.624;89624
18;15;6;6;1:30.272;90272
18;8;6;8;1:30.511;90511
18;22;6;7;1:30.672;90672
18;14;6;9;1:30.739;90739
18;13;6;17;1:30.870;90870
18;4;6;10;1:31.017;91017
18;11;6;11;1:31.889;91889
18;7;6;14;1:32.731;92731
18;10;6;12;1:32.963;92963
18;16;6;13;1:32.966;92966
18;6;6;16;1:34.532;94532
18;12;6;15;1:34.582;94582
18;1;7;1;1:28.442;88442
18;5;7;3;1:29.257;89257
18;9;7;2;1:29.664;89664
18;3;7;4;1:30.047;90047
