900;3;1;1;1:42.038;102038
900;817;1;2;1:43.549;103549
900;825;1;3;1:45.402;105402
900;1;1;4;1:46.128;106128
900;807;1;5;1:46.986;106986
900;4;1;6;1:48.266;108266
900;818;1;7;1:48.805;108805
900;8;1;8;1:49.387;109387
900;826;1;9;1:49.503;109503
900;822;1;10;1:49.766;109766
900;18;1;11;1:50.328;110328
900;16;1;12;1:53.369;113369
900;828;1;13;1:55.013;115013
900;813;1;14;1:56.505;116505
900;20;1;15;2:00.977;120977
900;820;1;16;2:05.520;125520
900;154;1;17;2:10.795;130795
900;815;1;18;2:36.707;156707
900;821;1;19;2:41.894;161894
900;824;1;20;14:01.218;841218
900;825;2;3;1:37.435;97435
900;817;2;2;1:37.459;97459
900;3;2;1;1:37.687;97687
900;807;2;4;1:38.359;98359
900;818;2;7;1:38.579;98579
900;4;2;6;1:38.611;98611
900;8;2;8;1:38.630;98630
900;822;2;10;1:38.737;98737
900;826;2;9;1:38.797;98797
900;18;2;11;1:38.968;98968
900;824;2;20;1:39.460;99460
900;1;2;5;1:40.287;100287
900;813;2;14;1:40.456;100456
900;828;2;13;1:41.262;101262
900;16;2;12;1:41.685;101685
900;820;2;15;1:43.507;103507
900;815;2;18;1:44.790;104790
900;821;2;19;1:45.455;105455
900;154;2;17;1:45.629;105629
900;20;2;16;1:49.947;109947
900;3;3;1;1:35.765;95765
900;817;3;2;1:36.321;96321
900;807;3;4;1:36.856;96856
900;815;3;17;1:37.064;97064
900;8;3;6;1:37.771;97771
900;4;3;5;1:37.810;97810
900;825;3;3;1:37.917;97917
900;154;3;15;1:38.519;98519
900;822;3;8;1:38.584;98584
900;18;3;10;1:38.705;98705
900;824;3;19;1:38.882;98882
900;826;3;9;1:39.417;99417
900;818;3;7;1:39.424;99424
900;828;3;12;1:39.457;99457
900;16;3;11;1:40.024;100024
900;813;3;13;1:40.141;100141
900;820;3;14;1:40.425;100425
900;821;3;18;1:40.567;100567
900;20;3;16;1:51.460;111460
900;3;4;1;1:34.939;94939
900;4;4;5;1:35.719;95719
900;817;4;2;1:35.966;95966
900;815;4;16;1:36.510;96510
900;822;4;8;1:36.786;96786
900;825;4;3;1:36.796;96796
900;818;4;7;1:36.855;96855
900;807;4;4;1:36.878;96878
900;8;4;6;1:37.013;97013
900;826;4;9;1:37.037;97037
900;18;4;10;1:37.156;97156
900;821;4;17;1:37.400;97400
900;820;4;14;1:38.928;98928
900;154;4;15;1:39.157;99157
900;813;4;13;1:39.728;99728
900;828;4;12;1:39.774;99774
900;16;4;11;1:39.823;99823
900;824;4;18;1:53.401;113401
900;3;5;1;1:35.438;95438
900;822;5;7;1:35.747;95747
900;815;5;16;1:36.033;96033
900;8;5;6;1:36.092;96092
900;4;5;5;1:36.205;96205
900;807;5;4;1:36.352;96352
900;821;5;17;1:36.445;96445
900;817;5;2;1:36.665;96665
900;825;5;3;1:36.766;96766
900;826;5;9;1:36.992;96992
900;18;5;10;1:37.120;97120
900;818;5;8;1:37.592;97592
900;154;5;15;1:38.493;98493
900;820;5;14;1:38.636;98636
900;828;5;11;1:40.308;100308
900;813;5;13;1:40.548;100548
900;16;5;12;1:41.794;101794
900;824;5;18;1:58.319;118319
900;822;6;7;1:34.925;94925
900;3;6;1;1:34.977;94977
900;8;6;6;1:35.132;95132
900;817;6;2;1:35.480;95480
900;4;6;5;1:35.634;95634
900;825;6;3;1:35.857;95857
900;807;6;4;1:36.063;96063
900;815;6;16;1:36.070;96070
900;821;6;17;1:36.154;96154
900;818;6;8;1:36.357;96357
900;18;6;10;1:36.686;96686
900;826;6;9;1:36.745;96745
900;154;6;15;1:37.813;97813
900;813;6;13;1:39.369;99369
900;820;6;14;1:39.455;99455
900;16;6;12;1:39.542;99542
900;828;6;11;1:40.337;100337
900;824;6;18;1:42.194;102194
900;817;7;2;1:35.324;95324
900;3;7;1;1:35.417;95417
900;825;7;3;1:35.446;95446
900;822;7;7;1:35.960;95960
900;821;7;17;1:36.033;96033
900;815;7;16;1:36.087;96087
900;8;7;6;1:36.143;96143
900;826;7;9;1:36.228;96228
900;818;7;8;1:36.263;96263
900;18;7;10;1:36.271;96271
900;4;7;5;1:36.292;96292
900;807;7;4;1:36.618;96618
900;154;7;15;1:37.112;97112
900;16;7;11;1:37.994;97994
900;820;7;14;1:39.496;99496
900;813;7;13;1:39.590;99590
900;828;7;12;1:39.846;99846
900;824;7;18;2:00.446;120446
900;3;8;1;1:34.550;94550
900;817;8;2;1:35.088;95088
900;822;8;6;1:35.573;95573
900;825;8;3;1:35.752;95752
900;818;8;8;1:35.798;95798
900;826;8;9;1:35.862;95862
900;18;8;10;1:36.079;96079
900;821;8;17;1:36.122;96122
900;807;8;4;1:36.306;96306
