880;20;1;1;1:39.646;99646
880;13;1;2;1:41.714;101714
880;4;1;3;1:42.073;102073
880;1;1;4;1:43.828;103828
880;8;1;5;1:44.043;104043
880;3;1;6;1:44.529;104529
880;17;1;7;1:45.114;105114
880;814;1;8;1:45.675;105675
880;18;1;9;1:46.360;106360
880;16;1;10;1:46.947;106947
880;154;1;11;1:47.379;107379
880;815;1;12;1:48.097;108097
880;822;1;13;1:48.866;108866
880;818;1;14;1:49.716;109716
880;813;1;15;1:50.308;110308
880;821;1;16;1:50.921;110921
880;824;1;17;1:51.287;111287
880;820;1;18;1:52.024;112024
880;823;1;19;1:52.131;112131
880;817;1;20;1:52.854;112854
880;819;1;21;1:53.116;113116
880;13;2;2;1:32.853;92853
880;20;2;1;1:33.106;93106
880;4;2;3;1:33.197;93197
880;8;2;4;1:34.567;94567
880;821;2;15;1:35.349;95349
880;1;2;5;1:35.414;95414
880;3;2;6;1:35.421;95421
880;822;2;13;1:35.555;95555
880;17;2;7;1:35.602;95602
880;818;2;14;1:35.703;95703
880;815;2;12;1:35.765;95765
880;18;2;9;1:35.850;95850
880;154;2;11;1:35.968;95968
880;16;2;10;1:36.004;96004
880;814;2;8;1:36.063;96063
880;824;2;16;1:37.074;97074
880;823;2;18;1:37.370;97370
880;819;2;20;1:38.024;98024
880;813;2;17;1:38.456;98456
880;820;2;19;1:38.584;98584
880;817;2;21;1:38.762;98762
880;4;3;3;1:33.225;93225
880;8;3;4;1:33.365;93365
880;13;3;2;1:33.456;93456
880;20;3;1;1:33.550;93550
880;1;3;5;1:34.030;94030
880;3;3;6;1:34.813;94813
880;818;3;14;1:34.920;94920
880;821;3;15;1:35.028;95028
880;16;3;10;1:35.054;95054
880;17;3;7;1:35.077;95077
880;814;3;8;1:35.150;95150
880;18;3;9;1:35.294;95294
880;154;3;11;1:35.413;95413
880;815;3;12;1:35.448;95448
880;813;3;17;1:35.613;95613
880;822;3;13;1:35.712;95712
880;824;3;16;1:35.743;95743
880;823;3;18;1:36.270;96270
880;820;3;19;1:36.363;96363
880;819;3;20;1:36.487;96487
880;817;3;21;1:36.567;96567
880;8;4;4;1:33.488;93488
880;13;4;2;1:33.503;93503
880;4;4;3;1:33.795;93795
880;1;4;5;1:34.047;94047
880;20;4;1;1:34.374;94374
880;3;4;6;1:35.113;95113
880;821;4;13;1:35.294;95294
880;818;4;12;1:35.332;95332
880;814;4;8;1:35.418;95418
880;16;4;9;1:35.560;95560
880;813;4;15;1:35.599;95599
880;17;4;7;1:35.639;95639
880;815;4;11;1:35.647;95647
880;154;4;10;1:36.114;96114
880;817;4;20;1:36.413;96413
880;819;4;19;1:36.943;96943
880;820;4;18;1:37.069;97069
880;824;4;16;1:37.206;97206
880;823;4;17;1:37.685;97685
880;822;4;14;1:38.643;98643
880;18;4;21;1:53.891;113891
880;8;5;4;1:33.684;93684
880;4;5;3;1:34.289;94289
880;13;5;2;1:34.369;94369
880;20;5;1;1:34.496;94496
880;1;5;5;1:34.607;94607
880;16;5;8;1:34.679;94679
880;815;5;9;1:35.383;95383
880;813;5;11;1:35.623;95623
880;814;5;7;1:35.654;95654
880;3;5;6;1:35.819;95819
880;824;5;13;1:36.184;96184
880;818;5;10;1:37.289;97289
880;822;5;12;1:37.399;97399
880;817;5;14;1:37.630;97630
880;18;5;19;1:39.407;99407
880;820;5;16;1:41.330;101330
880;819;5;17;1:41.382;101382
880;823;5;15;1:41.434;101434
880;17;5;18;1:56.041;116041
880;821;5;21;1:56.075;116075
880;154;5;20;1:56.138;116138
880;8;6;4;1:34.365;94365
880;20;6;1;1:34.748;94748
880;4;6;3;1:34.791;94791
880;13;6;2;1:34.855;94855
880;813;6;11;1:34.928;94928
880;817;6;13;1:34.957;94957
880;18;6;15;1:35.131;95131
880;818;6;10;1:35.177;95177
880;815;6;9;1:35.401;95401
880;814;6;7;1:35.512;95512
880;16;6;8;1:35.572;95572
880;1;6;5;1:35.715;95715
880;3;6;6;1:36.097;96097
880;824;6;12;1:36.622;96622
880;154;6;18;1:38.525;98525
880;17;6;17;1:38.852;98852
880;823;6;14;1:39.753;99753
880;819;6;16;1:40.033;100033
880;821;6;20;1:40.573;100573
880;822;6;19;1:56.816;116816
880;820;6;21;2:12.441;132441
880;8;7;3;1:33.910;93910
880;17;7;15;1:33.964;93964
880;18;7;14;1:34.001;94001
880;817;7;13;1:34.182;94182
880;154;7;16;1:34.542;94542
880;13;7;1;1:34.635;94635
880;821;7;18;1:34.646;94646
880;4;7;2;1:34.816;94816
880;814;7;6;1:35.033;95033
880;1;7;4;1:35.068;95068
880;815;7;8;1:35.131;95131
880;818;7;10;1:35.239;95239
880;3;7;5;1:35.243;95243
880;16;7;7;1:35.431;95431
880;813;7;11;1:35.504;95504
880;824;7;12;1:36.654;96654
880;822;7;19;1:40.324;100324
880;819;7;17;1:40.560;100560
880;820;7;21;1:42.421;102421
880;20;7;9;1:52.236;112236
880;823;7;20;2:01.892;121892
880;154;8;16;1:33.014;93014
880;8;8;2;1:33.881;93881
880;822;8;18;1:33.999;93999
880;3;8;4;1:34.227;94227
880;17;8;15;1:34.301;94301
880;18;8;14;1:34.376;94376
880;1;8;3;1:34.453;94453
880;820;8;21;1:34.495;94495
880;16;8;5;1:34.602;94602
880;4;8;1;1:34.696;94696
880;815;8;6;1:34.846;94846
880;818;8;8;1:34.921;94921
880;813;8;10;1:35.323;95323
880;821;8;17;1:35.656;95656
880;817;8;11;1:36.885;96885
880;824;8;12;1:38.916;98916
880;20;8;9;1:39.173;99173
880;823;8;20;1:42.388;102388
880;13;8;7;1:51.726;111726
880;814;8;13;1:53.210;113210
880;819;8;19;1:58.807;118807
880;20;9;6;1:32.317;92317
880;3;9;2;1:33.573;93573
880;822;9;17;1:33.693;93693
880;1;9;1;1:33.935;93935
880;16;9;3;1:34.059;94059
880;821;9;16;1:34.289;94289
880;18;9;11;1:34.474;94474
880;17;9;12;1:34.493;94493
880;817;9;10;1:34.580;94580
880;820;9;21;1:34.664;94664
880;815;9;4;1:34.962;94962
880;823;9;19;1:35.293;95293
880;154;9;14;1:35.558;95558
880;813;9;9;1:36.277;96277
880;13;9;8;1:39.038;99038
880;814;9;13;1:40.005;100005
880;819;9;20;1:41.017;101017
880;4;9;5;1:51.303;111303
880;8;9;7;1:52.931;112931
880;818;9;15;1:54.357;114357
880;824;9;18;1:56.625;116625
880;13;10;6;1:31.976;91976
880;20;10;5;1:32.209;92209
880;154;10;13;1:33.606;93606
880;814;10;12;1:33.650;93650
880;3;10;2;1:33.681;93681
880;1;10;1;1:33.746;93746
880;16;10;3;1:33.918;93918
880;18;10;10;1:33.970;93970
880;17;10;11;1:34.087;94087
880;819;10;20;1:34.514;94514
880;817;10;9;1:34.601;94601
880;820;10;21;1:34.697;94697
880;815;10;4;1:34.864;94864
880;822;10;17;1:34.887;94887
880;823;10;19;1:35.050;95050
880;821;10;14;1:35.429;95429
880;4;10;7;1:37.900;97900
880;8;10;8;1:38.498;98498
880;824;10;18;1:41.384;101384
880;818;10;15;1:41.591;101591
880;813;10;16;1:57.071;117071
880;8;11;8;1:31.949;91949
880;4;11;7;1:32.440;92440
880;20;11;4;1:32.690;92690
880;13;11;5;1:33.177;93177
880;1;11;1;1:33.197;93197
880;814;11;12;1:33.491;93491
880;16;11;3;1:33.649;93649
880;3;11;2;1:33.651;93651
880;154;11;13;1:33.776;93776
880;18;11;10;1:34.092;94092
880;818;11;15;1:34.154;94154
880;17;11;11;1:34.199;94199
880;819;11;20;1:34.372;94372
880;821;11;14;1:34.445;94445
880;822;11;16;1:34.464;94464
880;817;11;9;1:34.623;94623
880;824;11;18;1:34.875;94875
880;820;11;21;1:34.891;94891
880;823;11;19;1:35.312;95312
880;815;11;6;1:36.965;96965
880;813;11;17;1:38.454;98454
880;13;12;5;1:31.788;91788
880;4;12;6;1:31.883;91883
880;20;12;4;1:32.239;92239
880;8;12;7;1:32.833;92833
880;813;12;17;1:32.915;92915
880;1;12;1;1:33.208;93208
880;814;12;12;1:33.472;93472
880;16;12;3;1:33.511;93511
880;18;12;10;1:33.675;93675
880;17;12;11;1:33.830;93830
880;154;12;13;1:33.924;93924
880;3;12;2;1:33.970;93970
880;824;12;18;1:34.265;94265
880;818;12;15;1:34.517;94517
880;817;12;9;1:34.657;94657
880;820;12;21;1:34.759;94759
880;822;12;16;1:34.851;94851
880;819;12;20;1:35.069;95069
